created_at,text_clean,text_preprocessed,polarity_score,polarity
Mon Feb 10 13:09:49 +0000 2025,kita semua ga butuh makan siang gratis kita semua butuh makan siang di samping dk,"['gak', 'butuh', 'makan', 'siang', 'gratis', 'butuh', 'makan', 'siang', 'samping', 'dk']",-14,negative
Mon Feb 10 10:45:12 +0000 2025,kementerian kelautan dan perikanan kkp tancap gas merealisasikan program revitalisasi tambak pantura jawa untuk mendukung pencapaian target swasembada pangan serta mendukung pelaksanaan program makan bergizi gratis mbg,"['menteri', 'laut', 'ikan', 'kkp', 'tancap', 'gas', 'realisasi', 'program', 'revitalisasi', 'tambak', 'pantura', 'jawa', 'dukung', 'capai', 'target', 'swasembada', 'pangan', 'dukung', 'laksana', 'program', 'makan', 'gizi', 'gratis', 'mbg']",-3,negative
Thu Feb 06 01:00:01 +0000 2025,ratusan siswa sd hingga sma di dekai kabupaten yahukimo papua pegunungan turun ke jalan menolak program makan bergizi gratis mbg pada senin  mereka membawa spanduk dan menyatakan lebih memilih pendidikan dibanding mbg  📌 apa yang terjadi ❌ aksi protes muncul meski,"['ratus', 'siswa', 'sd', 'sma', 'dekai', 'kabupaten', 'yahukimo', 'papua', 'gunung', 'turun', 'jalan', 'tolak', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'senin', 'bawa', 'spanduk', 'pilih', 'didik', 'banding', 'mbg', '', '', 'aksi', 'protes', 'muncul']",-10,negative
Sun Feb 09 16:08:58 +0000 2025,makan bergizi gratis dapat tambahan rp  triliun dari efisiensi anggaran,"['makan', 'gizi', 'gratis', 'rp', 'triliun', 'efisiensi', 'anggar']",3,positive
Mon Feb 03 18:59:01 +0000 2025,udah kagak ngerti lagi gw sama negara ini  ppn   makan belalang gratis  kasus siswa keracunan mbg  upah karyawan mbg telat dibayar  laut dipagar amp ada hgb di atas laut  mafia tanah,"['udah', 'kagak', 'ngerti', 'negara', 'ppn', 'makan', 'belalang', 'gratis', 'siswa', 'racun', 'mbg', 'upah', 'karyawan', 'mbg', 'telat', 'bayar', 'laut', 'pagar', 'amp', 'hgb', 'laut', 'mafia', 'tanah']",-11,negative
Thu Feb 06 08:32:40 +0000 2025,anak papua pegunungan tolak program makan bergizi gratis  “ logika nya agar dpt mbg dia harus sekolah sedangkan mau sekolah mahal dan susah “  untung prabowo presidennya kata sdm   hancur  lebih baik pendidikan dan kesehatan gratis perbaiki bpjs  dipecat aja gak cukup,"['anak', 'papua', 'gunung', 'tolak', 'program', 'makan', 'gizi', 'gratis', '', 'logika', 'nya', 'mbg', 'sekolah', 'sekolah', 'mahal', 'susah', '', 'untung', 'prabowo', 'presiden', 'sdm', 'hancur', 'didik', 'sehat', 'gratis', 'bpjs', 'pecat', 'gak']",3,positive
Thu Feb 06 10:36:57 +0000 2025,program makan bergizi gratis miliki dampak positif bai sector kesehatan dan pendidikan indonesia,"['program', 'makan', 'gizi', 'gratis', 'milik', 'dampak', 'positif', 'bai', 'sector', 'sehat', 'didik', 'indonesia']",5,positive
Wed Feb 05 09:43:02 +0000 2025,ketimbang program makan bergizi gratis mereka menuntut pendidikan yang layak dan berkualitas,"['ketimbang', 'program', 'makan', 'gizi', 'gratis', 'tuntut', 'didik', 'layak', 'kualitas']",-1,negative
Thu Feb 06 03:40:30 +0000 2025,temanteman yang mau membaca review kami soal makan bergizi gratis bisa baca di     di kajian ini kami membedah mulai tata kelola sampai kandungan gizi di mbg,"['temanteman', 'baca', 'review', 'makan', 'gizi', 'gratis', 'baca', 'kaji', 'bedah', 'tata', 'kelola', 'kandung', 'gizi', 'mbg']",9,positive
Wed Feb 05 13:29:22 +0000 2025,makan bergizi gratis bukan hanya program tapi gerakan bersama dengan dukungan dari semua pihak—pemerintah swasta komunitas dan masyarakat—kita bisa memastikan anakanak indonesia tumbuh sehat cerdas dan kuat mari kita bersatu untuk masa depan yang lebih baik,"['makan', 'gizi', 'gratis', 'program', 'gera', 'dukung', 'pihak perintah', 'swasta', 'komunitas', 'masyarakat kita', 'anakanak', 'indonesia', 'tumbuh', 'sehat', 'cerdas', 'kuat', 'mari']",8,positive
Thu Feb 06 14:03:17 +0000 2025,satu bulan perjalanan program makan bergizi gratis mbg telah membawa dampak nyata dan menjangkau lebih dari  penerima manfaat di  provinsi,"['jalan', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'bawa', 'dampak', 'nyata', 'jangkau', 'terima', 'manfaat', 'provinsi']",4,positive
Fri Feb 07 11:40:20 +0000 2025,star tamu langganan kita berharap kkpp lanjut terus😭 ini kalo lanjut pasti blio tiap hari geret temennya buat ikut makan gratis😭😭  gaada yg mau mempertemukan exo svt paket komplit dalam  varshow gitu😔,"['star', 'tamu', 'langgan', 'harap', 'kkpp', 'kalo', 'blio', 'geret', 'temennya', 'makan', 'gratis', 'gaada', 'temu', 'exo', 'svt', 'paket', 'komplit', 'varshow', 'gitu']",3,positive
Sun Feb 09 16:08:49 +0000 2025,efisiensi anggaran dalam program makan bergizi gratis dilakukan untuk membangun bangsa,"['efisiensi', 'anggar', 'program', 'makan', 'gizi', 'gratis', 'bangun', 'bangsa']",3,positive
Mon Feb 10 02:42:36 +0000 2025,anggaran pendidikan riset dan kesehatan dipangkas sementara untuk makan gratis ditambah  sesuai prediksi   indonesia bubar,"['anggar', 'didik', 'riset', 'sehat', 'pangkas', 'makan', 'gratis', 'sesuai', 'prediksi', 'indonesia', 'bubar']",11,positive
Tue Feb 04 08:01:11 +0000 2025,melihat ini terasa pendidikan dan kesehatan bukan kebutuhan semua orang karena terpangkasnya gede banget terasanya yang dibutuhkan semua orang adalah makan bergizi gratis karena satu program ini semua anggaran diefisiensi 🥰,"['didik', 'sehat', 'butuh', 'orang', 'pangkas', 'gede', 'banget', 'asa', 'butuh', 'orang', 'makan', 'gizi', 'gratis', 'program', 'anggar', 'efisiensi', '']",-2,negative
Tue Feb 04 07:32:49 +0000 2025,makan marugame  porsi cuma k caranya download aplikasi marugame udon pakai referral code dindaxh  bakal dapat poin yg bisa ditukerin udon gratis pengguna baru free ocha dan puding juga jd jgn lupa kumpulin poinmu dan dapatkan banyak voucher promo diskon gratis lainnya,"['makan', 'marugame', 'porsi', 'k', 'download', 'aplikasi', 'marugame', 'udon', 'pakai', 'referral', 'code', 'dindaxh', 'poin', 'ditukerin', 'udon', 'gratis', 'free', 'ocha', 'puding', 'lupa', 'kumpulin', 'poin', 'voucher', 'promo', 'diskon', 'gratis']",13,positive
Mon Feb 10 23:59:30 +0000 2025,apaan makan siang gratis tapi yang jaga ga ada pangkat di pundaknya,"['makan', 'siang', 'gratis', 'jaga', 'gak', 'pangkat', 'pundak']",4,positive
Mon Feb 10 23:54:59 +0000 2025,ank aku cerita sklh yg bayar uang masuk amp spp nya lbh mahal dr sekolah ankku dpt makan bergizi gratis plus kunjungan wapres lhaaaakonsepnya gimana sih berharap pihak sklh ank ku bijak lah jgn jd pihak² penjilat ke pemerintah,"['ank', 'cerita', 'sklh', 'bayar', 'uang', 'masuk', 'amp', 'spp', 'nya', 'mahal', 'sekolah', 'ankku', 'makan', 'gizi', 'gratis', 'plus', 'kunjung', 'wapres', 'lhaaaakonsepnya', 'gimana', '', 'harap', 'sklh', 'ank', 'ku', 'bijak', 'jilat', 'perintah']",-5,negative
Mon Feb 10 23:50:55 +0000 2025,dut kok makan siang gratis ga antusias begini dut anak anaknya dut gmn sih dut,"['dut', 'makan', 'siang', 'gratis', 'gak', 'antusias', 'dut', 'anak', 'anak', 'dut', '', 'dut']",-1,negative
Mon Feb 10 23:49:41 +0000 2025,mending pendidikan gratis daripada makan siang gratis ga merata,"['mending', 'didik', 'gratis', 'makan', 'siang', 'gratis', 'gak']",-1,negative
Mon Feb 10 23:49:22 +0000 2025,padahalmah tinggal minta makan gratis aja bukannya ada program makan gratis ya,"['padahalmah', 'tinggal', 'makan', 'gratis', 'program', 'makan', 'gratis', 'ya']",2,positive
Mon Feb 10 23:49:19 +0000 2025,semakin ke sini semakin melucu dari daon kelor jangkrik belalang ulat sagu sampai ubi semua gratis di kebun² dan hutan indonesia itu arti sesungguhnya makan bergizi gratis,"['lucu', 'daon', 'kelor', 'jangkrik', 'belalang', 'ulat', 'sagu', 'ubi', 'gratis', 'kebun', 'hutan', 'indonesia', 'arti', 'sungguh', 'makan', 'gizi', 'gratis']",4,positive
Mon Feb 10 23:48:21 +0000 2025,seorang anak dapat makan gratis tapi jalan menuju sekolahnya jelek,"['anak', 'makan', 'gratis', 'jalan', 'sekolah', 'jelek']",-2,negative
Mon Feb 10 23:45:24 +0000 2025,pemerintah kota samarinda merayakan hari jadi ke dan hut ke pemkot samarinda dengan berbagai kegiatan meriah salah satu acara utama adalah jalan sehat dan makan gratis yang digelar di gor segiri pada minggu,"['perintah', 'kota', 'samarinda', 'raya', 'hut', 'pemkot', 'samarinda', 'giat', 'riah', 'salah', 'acara', 'utama', 'jalan', 'sehat', 'makan', 'gratis', 'gelar', 'gor', 'gir', 'minggu']",3,positive
Mon Feb 10 23:43:37 +0000 2025,ketahanan pangan bukan hanya tanggung jawab pemerintah tapi juga kita semua kapolri jenderal polisi drs listyo sigit prabowo  mendukung penuh langkah strategis pemerintah dalam mewujudkan swasembada pangan dan memberikan makan bergizi gratis,"['tahan', 'pangan', 'tanggung', 'perintah', 'kapolri', 'jenderal', 'polisi', 'drs', 'listyo', 'sigit', 'prabowo', 'dukung', 'penuh', 'langkah', 'strategis', 'perintah', 'wujud', 'swasembada', 'pangan', 'makan', 'gizi', 'gratis']",7,positive
Mon Feb 10 23:43:35 +0000 2025,anies selalu bilang kaji ulang prioritaskan anggaran ke yg perlu ikn paling dapet dikit karena ga makan siang gratis atau malah engga kayak sekarang mending setengah jalan distop daripada  jadi dibangun tapi ga ada manfaatnya,"['anies', 'bilang', 'kaji', 'ulang', 'prioritas', 'anggar', 'ikn', 'dapet', 'dikit', 'gak', 'makan', 'siang', 'gratis', 'engga', 'kayak', 'mending', 'jalan', 'stop', 'bangun', 'gak', 'manfaat']",6,positive
Mon Feb 10 23:42:50 +0000 2025,hebat   inget bgt dulu refal sm umay dibully abis zaman kampanye karena mengkritisi makan siang gratis ig mereka saat itu bnyk cacian blacklist lah film nya dll para buzzer itu emg nyata adanya skrg adem ayem aja mereka film mereka pun ttp banyak yg nonton,"['hebat', 'inget', 'banget', 'refal', 'umay', 'dibully', 'habis', 'zaman', 'kampanye', 'kritisi', 'makan', 'siang', 'gratis', 'ig', 'caci', 'blacklist', 'film', 'nya', 'dll', 'buzzer', 'nyata', 'skrg', 'adem', 'ayem', 'film', 'ttp', 'nonton']",-4,negative
Mon Feb 10 23:37:52 +0000 2025,pandangan saya seorang guru anak masa depan ini akan lbih berbahagia lg jk mrk diberikan pendidikan gratis bukannya mbg krn untk rakyat miskin yg bingung tak mengerti bgmn mmbiayai pendidikan tinggi anaknya klo makan rakyat msh bisa,"['pandang', 'guru', 'anak', 'bahagia', 'jk', 'mrk', 'didik', 'gratis', 'mbg', 'untk', 'rakyat', 'miskin', 'bingung', 'erti', 'bgmn', 'mmbiayai', 'didik', 'anak', 'makan', 'rakyat']",2,positive
Mon Feb 10 23:37:49 +0000 2025,program makan bergizi gratis langkah strategis pemerintah menuju indonesia emas,"['program', 'makan', 'gizi', 'gratis', 'langkah', 'strategis', 'perintah', 'indonesia', 'emas']",4,positive
Mon Feb 10 23:37:04 +0000 2025,asmara demi makan siang gratis sampai harus ngorbanin makan orang lain,"['asmara', 'makan', 'siang', 'gratis', 'ngorbanin', 'makan', 'orang']",-2,negative
Mon Feb 10 23:31:41 +0000 2025,hebohparadoks  hari kabinet prabowomau efisiensi tapi kabinet obesitaskasih makan bergizi gratis tapi pendidikan tidak jadi prioritas⁉️ bangkitlah bangsaku‼️yuk kita bangun indonesia dengan spiritualitasyakinlah kita bisa🇲🇨,"['hebohparadoks', 'kabinet', 'prabowomau', 'efisiensi', 'kabinet', 'obesitaskasih', 'makan', 'gizi', 'gratis', 'didik', 'prioritas', 'bangkit', 'bangsa yuk', 'bangun', 'indonesia', 'spiritualitasyakinlah']",-8,negative
Mon Feb 10 23:28:40 +0000 2025,af jkt orang dewasa tidak dapat makan gratis,"['af', 'jkt', 'orang', 'dewasa', 'makan', 'gratis']",2,positive
Mon Feb 10 23:26:48 +0000 2025,makan gratis itu rawan korupsi batalkan saja harga rb apanya yg bergizi,"['makan', 'gratis', 'rawan', 'korupsi', 'batal', 'harga', 'rb', 'gizi']",-11,negative
Mon Feb 10 23:25:29 +0000 2025,presiden ri jenderal tni purn h prabowo subianto telah menginisiasi program ketahanan pangan nasional dan makan bergizi gratis melalui program asta cita polri terus berinovasi untuk meningkatkan kualitas maksimal berikan pelayanan kepada masyarakat dan,"['presiden', 'ri', 'jenderal', 'tni', 'purn', 'h', 'prabowo', 'subianto', 'inisiasi', 'program', 'tahan', 'pangan', 'nasional', 'makan', 'gizi', 'gratis', 'program', 'asta', 'cita', 'polri', 'inovasi', 'tingkat', 'kualitas', 'maksimal', 'layan', 'masyarakat']",14,positive
Mon Feb 10 23:24:16 +0000 2025,biarin ajaa kan yang penting makan gratis gemoy joget kisah cinta yang kandas apalagi yaa,"['biarin', 'ajaa', 'makan', 'gratis', 'gemoy', 'joget', 'kisah', 'cinta', 'kandas', 'yaa']",-6,negative
Mon Feb 10 23:23:42 +0000 2025,makan bergizi gratis berobat gratis cek kesehatan gratis sekolah gratis yang bayar cuma parkir sama nitip makan aja,"['makan', 'gizi', 'gratis', 'obat', 'gratis', 'cek', 'sehat', 'gratis', 'sekolah', 'gratis', 'bayar', 'parkir', 'nitip', 'makan']",-2,negative
Mon Feb 10 23:21:50 +0000 2025,kapolri jenderal polisi drs listyo sigit prabowo  mendukung penuh langkah strategis pemerintah dalam mewujudkan swasembada pangan dan memberikan makan bergizi gratis demi masa depan yang lebih sehat dan sejahtera polri berkomitmen,"['kapolri', 'jenderal', 'polisi', 'drs', 'listyo', 'sigit', 'prabowo', 'dukung', 'penuh', 'langkah', 'strategis', 'perintah', 'wujud', 'swasembada', 'pangan', 'makan', 'gizi', 'gratis', 'sehat', 'sejahtera', 'polri', 'komitmen']",13,positive
Mon Feb 10 23:21:18 +0000 2025,seolah ortunya gak sanggup kasi makan anaknya saja makan siang gratis dijadikan alasan pemotongan anggaran padahal kabinetnya gemuk wamen dan staffnya sebarek apa itu gk pemborosan kepentingan rakyat pula yg akhirnya dikorbankan,"['ortunya', 'gak', 'sanggup', 'kasi', 'makan', 'anak', 'makan', 'siang', 'gratis', 'alas', 'potong', 'anggar', 'kabinet', 'gemuk', 'wamen', 'staffnya', 'sebarek', 'gak', 'boros', 'rakyat', 'korban']",-15,negative
Mon Feb 10 23:18:25 +0000 2025,efisiensi demi anak makan gratis sekali sehari tapi ngorbanin mata pencaharian bapaknya yang harusnya bisa ngasih makan x sehari,"['efisiensi', 'anak', 'makan', 'gratis', 'ngorbanin', 'mata', 'cahari', 'ngasih', 'makan', 'x']",-4,negative
Mon Feb 10 23:13:44 +0000 2025,loveagever yang mau dugem disana siapa njir,"['loveagever', 'dugem', 'njir']",-3,negative
Mon Feb 10 23:12:10 +0000 2025,apa pentingnya makan siang gratis saat pagi amp malam kelaparan karna orangtua pengangguran kenapa ngga tingkatkan kesejahteraan melalui pemberantasan korupsi pelaksanaan proyek yg berdampak langsung ke kehidupan masyarkat serta industri penyerap tenaga kerja,"['makan', 'siang', 'gratis', 'pagi', 'amp', 'malam', 'lapar', 'karna', 'orangtua', 'anggur', 'ngga', 'tingkat', 'sejahtera', 'berantas', 'korupsi', 'laksana', 'proyek', 'dampak', 'langsung', 'hidup', 'masyarkat', 'industri', 'serap', 'tenaga', 'kerja']",-14,negative
Mon Feb 10 23:03:52 +0000 2025,program makan bergizi gratis terus di kebut pendistribusiannya sampai pedalaman papua,"['program', 'makan', 'gizi', 'gratis', 'kebut', 'distribusi', 'papua']",3,positive
Mon Feb 10 23:03:17 +0000 2025,didu noh yang berharap bnyk sama si omondipertegas ma dia dia bakal ttp bro sm mulyono keliatan bgt arogannya makan gratis tp semua dipotong bahkan dana utk beasiswa sprtinya juga bernasib sama klo sperti ini bakal jadi lahan korupsi baru kan eks tni tp gmpg disetir,"['didu', 'noh', 'harap', '', 'omondipertegas', 'ma', 'ttp', 'mulyono', 'liat', 'banget', 'arogan', 'makan', 'gratis', 'potong', 'dana', 'beasiswa', 'sprtinya', 'nasib', 'sperti', 'lahan', 'korupsi', 'eks', 'tni', 'gmpg', 'setir']",-2,negative
Mon Feb 10 23:02:35 +0000 2025,saya kira hebat ternyata cara berpikir nya jauh dibawah standar rakyat butuh pendidikan gratis kesehatan gratis bukan makan gratis itu sm sj dgn sijoko kasih bansos yg luhut bilang ga tepat sasaran hadeeeh ya allah lindungilah kami dr para pemimpin zalim,"['hebat', 'pikir', 'nya', 'standar', 'rakyat', 'butuh', 'didik', 'gratis', 'sehat', 'gratis', 'makan', 'gratis', 'sj', 'sijoko', 'kasih', 'bansos', 'luhut', 'bilang', 'gak', 'sasar', 'hadeeeh', 'ya', 'allah', 'lindung', 'pimpin', 'zalim']",4,positive
Mon Feb 10 22:20:22 +0000 2025,ini lah makna dari anak nya makan bergizi gratis tapi bapak nya kehilangan lap pekerjaan,"['makna', 'anak', 'nya', 'makan', 'gizi', 'gratis', 'nya', 'hilang', 'lap', 'kerja']",1,positive
Mon Feb 10 22:17:17 +0000 2025,lah ya emang gw selalu berpendapat mereka tuh gak miskin alam mereka kaya gak usah dikasih makan gratis ngapain mending lu jaga alam mereka jangan dirusak,"['ya', 'gak', 'miskin', 'alam', 'kaya', 'gak', 'kasih', 'makan', 'gratis', 'mending', 'jaga', 'alam', 'rusak']",-1,negative
Mon Feb 10 22:09:30 +0000 2025,tidak ada pejabat pencitraan tidak ada aparat masuk kelas tidak ada anomali botak marah sama bocil csr lawless burgerbar gtgt program makan bergizi gratis,"['jabat', 'citra', 'aparat', 'masuk', 'kelas', 'anomali', 'botak', 'marah', 'bocil', 'csr', 'lawless', 'burgerbar', 'gtgt', 'program', 'makan', 'gizi', 'gratis']",-15,negative
Mon Feb 10 21:52:59 +0000 2025,semua ini gara gara makan siang gratis ok gas,"['gara', 'gara', 'makan', 'siang', 'gratis', 'ok', 'gas']",-8,negative
Mon Feb 10 21:51:12 +0000 2025,anjir kemenkes top  percuma makan siang gratis tapi nanti gabisa nyediain vaksin ke sekolah posyandu gada transport dikira wilayah posyandu  menit doang dari puskes induk apa ada yg  jam bro ️️,"['anjir', 'kemenkes', 'top', 'makan', 'siang', 'gratis', 'gabisa', 'nyediain', 'vaksin', 'sekolah', 'posyandu', 'gada', 'transport', 'wilayah', 'posyandu', 'menit', 'doang', 'puskes', 'induk', 'jam', '']",6,positive
Mon Feb 10 21:48:55 +0000 2025,program dipaksakan dan buat anak hanya berkeinginan makan gratis hingga sekolah hanya berharap makan lihat nanti saat ujian dan hasil semesteran nyayakin akan dapat nilai dibawah rata rata sekolah,"['program', 'paksa', 'anak', 'makan', 'gratis', 'sekolah', 'harap', 'makan', 'lihat', 'uji', 'hasil', 'semester', 'nyayakin', 'nilai', 'sekolah']",14,positive
Mon Feb 10 21:14:01 +0000 2025,ingat pak hidup bukan hanya soal makan anda pikir dengan memberi makan gratis bisa membuat bangsa ini keluar dari kondisi sulit cepat ambil sikap adili mulyono tegakkan hukum miskinkan koruptor kalau tdk anda hy omon,"['hidup', 'makan', 'pikir', 'makan', 'gratis', 'bangsa', 'kondisi', 'sulit', 'cepat', 'ambil', 'sikap', 'adil', 'mulyono', 'tegak', 'hukum', 'miskin', 'koruptor', 'hy', 'omon']",-9,negative
Mon Feb 10 21:13:04 +0000 2025,jujur kalo liat orang bloon lebih pengen kasih pendidikan daripada dikasih makan ‍  berapa yaa ‍ yee makannya makan makanan gratis dari pemerintah biar tau,"['jujur', 'kalo', 'liat', 'orang', 'bloon', 'ken', 'kasih', 'didik', 'kasih', 'makan', '', 'yaa', '', 'yee', 'makan', 'makan', 'makan', 'gratis', 'perintah', 'biar']",2,positive
Mon Feb 10 20:57:42 +0000 2025,disana ga ada orang yang bisa di bagiin susu sama makan siang gratis,"['gak', 'orang', 'bagiin', 'susu', 'makan', 'siang', 'gratis']",-4,negative
Mon Feb 10 20:54:01 +0000 2025,yang nanya gizinya gimana gua getok kepalanya ya udah tau judulnya makan burger gratis gak ada tuntutan buat menuhin gizi,"['nanya', 'gizi', 'gimana', 'gua', 'getok', 'kepala', 'ya', 'udah', 'judul', 'makan', 'burger', 'gratis', 'gak', 'tuntut', 'menuhin', 'gizi']",-1,negative
Mon Feb 10 20:51:33 +0000 2025,program makan bergizi gratis mbg program unggulan presiden ri  mbg memicu diskusi panas di platform media sosial x sebab banyak dugaan masalah yang muncul dalam pelaksanaannya keyword makan bergizi gratis mbg source,"['program', 'makan', 'gizi', 'gratis', 'mbg', 'program', 'unggul', 'presiden', 'ri', 'mbg', 'picu', 'diskusi', 'panas', 'platform', 'media', 'sosial', 'x', 'duga', 'muncul', 'laksana', 'keyword', 'makan', 'gizi', 'gratis', 'mbg', 'source']",8,positive
